Industry,Complaint Type,Complaint Result,Satisfaction,Business Zip,Inspection Result,class_label
Secondhand Dealer Auto - 005,Billing Dispute - B02,Consumer Withdrew Complaint - CWC,NA,10469,Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,Advised to Sue - ATS,No,11435,Out of Business,1
Appliances - 244,Defective Goods - D02,No Satisfactory Agreement - NSA,No,10002,No Violation Issued,1
Garage - 049,Non-Delivery Goods/Services,Consumer Took Action - CTA,No,10451,Violation Issued,1
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,Complaint Invalid - CIN,NA,10034,Pass,1
Home Improvement Contractor - 100,Quality of Work - Q01,Consumer Took Action - CTA,No,11419,Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,11223,No Violation Issued,1
Tow Truck Company - 124,,Referred to Hearing - RTH,No,10301,Pass,1
Tow Truck Company - 124,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,Yes,,Pass,1
Misc Non-Food Retail - 817,Wrong Goods - W01,No Satisfactory Preempted - NSP,NA,11235,No Violation Issued,1
Garage - 049,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,Yes,10065,Violation Issued,1
Electronic Store - 001,Defective Goods - D02,No Consumer Response - NCR,NA,10019,Out of Business,1
Laundry - 064,,Credit Card Refund and/or Contract Cancelled - CRC,Yes,11221,Pass,1
Secondhand Dealer Auto - 005,Breach of Contract - B03,Resolved and Consumer Satisfied - SPF,Yes,10469,Out of Business,1
Pawnbroker - 080,Non-Delivery of Goods - N01,No Satisfactory Preempted - NSP,NA,10458,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,Cash Amount - AMT,Yes,11226,No Violation Issued,1
Furniture Sales - 242,Misrepresentation - M01,Consumer Took Action - CTA,No,11215,Violation Issued,1
Misc Non-Food Retail - 817,Non-Delivery of Goods - N01,Cash Amount - AMT,Yes,11205,No Violation Issued,1
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Referred to Outside - RTO,NA,11209,No Violation Issued,1
Home Improvement Contractor - 100,,No Business Response - NVR,No,11225,Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,Yes,10017,Warning,1
Electronic Store - 001,Breach of Contract - B03,No Satisfactory Preempted - NSP,NA,10017,No Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Goods Received - GDR,Yes,11421,Violation Issued,1
Electronic Store - 001,Advertising/Misleading - A02,Cash Amount - AMT,Yes,10468,Out of Business,1
Home Improvement Contractor - 100,Damaged Goods - D01,No Business Response - NVR,No,11432,Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,08016,No Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,10453,No Violation Issued,1
Industry,Complaint Type,Complaint Result,Satisfaction,Business Zip,Inspection Result,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,Advised to Sue - ATS,No,10310,Violation Issued,1
Jewelry Store-Retail - 823,Refund Policy - R01,No Consumer Response - NCR,NA,10019,No Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Complaint Invalid - CIN,NA,11216,No Violation Issued,1
Furniture Sales - 242,Damaged Goods - D01,No Satisfactory Preempted - NSP,NA,10472,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,10001,No Violation Issued,1
Home Improvement Contractor - 100,,Advised to Sue - ATS,No,11231,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,11742,Violation Issued,1
Electronic Store - 001,Defective Goods - D02,Advised to Sue - ATS,No,11432,No Violation Issued,1
Electronic Store - 001,Defective Goods - D02,Cash Amount - AMT,Yes,10001,No Violation Issued,1
Tow Truck Company - 124,Billing Dispute - B02,Referred to Hearing - RTH,No,11423,Pass,1
Misc Non-Food Retail - 817,Misrepresentation - M01,No Consumer Response - NCR,NA,10013,Warning,1
Tow Truck Company - 124,Refund Policy - R01,Complaint Invalid - CIN,NA,11356,No Violation Issued,1
Debt Collection Agency - 122,Harassment - H01,Resolved and Consumer Satisfied - SPF,Yes,28272,No Violation Issued,1
Auction House - 128,,Complaint Invalid - CIN,NA,11101,Warning,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,Advised to Sue - ATS,No,11234,Out of Business,1
Secondhand Dealer Auto - 005,Refund Policy - R01,Resolved and Consumer Satisfied - SPF,Yes,11214,No Evidence of Activity,1
Dealer In Products For The Disabled - 119,Non-Delivery of Goods - N01,Cash Amount - AMT,Yes,10029,No Evidence of Activity,1
Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,Referred to Outside - RTO,NA,11373,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11429,Violation Issued,1
Funeral Homes - 888,Refund Policy - R01,Referred to Outside - RTO,NA,11234,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,10463,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10019,Out of Business,1
Parking Lot - 050,Misrepresentation - M01,Cash Amount - AMT,Yes,10023,Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Advised to Sue - ATS,No,11231,Violation Issued,1
Floor Coverings - 241,Non-Delivery of Goods - N01,Advised to Sue - ATS,No,11417,No Violation Issued,1
Electronic & Home Appliance Service Dealer - 115,Exchange Goods/Contract Cancelled - E01,Consumer Took Action - CTA,No,10457,No Violation Issued,1
Tow Truck Company - 124,,Cash Amount - AMT,Yes,11365,Pass,1
Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,Advised to Sue - ATS,No,10312,No Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11233,Pass,1
Pawnbroker - 080,Breach of Contract - B03,Advised to Sue - ATS,No,11210,No Violation Issued,1
Tow Truck Company - 124,,Advised to Sue - ATS,No,11692,Pass,1
Tow Truck Company - 124,,Resolved and Consumer Satisfied - SPF,Yes,11692,Pass,1
Dry Cleaners - 230,,Unable to Locate Business - ULV,NA,10462,Out of Business,1
Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,Consumer Took Action - CTA,No,11412,Closed,1
Home Improvement Contractor - 100,Quality of Work - Q01,Goods Repaired - GRS,Yes,10312,No Violation Issued,1
Electronic Store - 001,Bait & Switch - B01,No Consumer Response - NCR,NA,10033,Violation Issued,1
Electronic Store - 001,Advertising/Misleading - A02,Advised to Sue - ATS,No,11373,No Violation Issued,1
Electronic Store - 001,Surcharge/Overcharge - S02,Advised to Sue - ATS,No,10027,Violation Issued,1
Electronic Store - 001,Bait & Switch - B01,Resolved and Consumer Satisfied - SPF,Yes,78215,No Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,Yes,11235,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Advised to Sue - ATS,No,10016,Pass,1
Garage - 049,,Cash Amount - AMT,Yes,10001,No Violation Issued,1
Electronic & Home Appliance Service Dealer - 115,Misrepresentation - M01,Unable to Locate Business - ULV,NA,10023,Unable to Locate,1
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,Store Credit - SCR,Yes,10023,No Violation Issued,1
Retail Store - 820,,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10007,No Violation Issued,1
Garage - 049,Damaged Goods - D01,Cash Amount - AMT,Yes,10463,No Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Referred to Outside - RTO,NA,10309,Pass,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,Yes,11419,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Referred to Hearing - RTH,No,11234,Out of Business,1
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,10028,No Violation Issued,1
Garage - 049,Damaged Goods - D01,Cash Amount - AMT,Yes,10016,Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,No Satisfactory Agreement - NSA,No,10033,Pass,1
Secondhand Dealer Auto - 005,Billing Dispute - B02,Referred to Hearing - RTH,No,11793,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,No Consumer Response - NCR,NA,10021,Out of Business,1
Dry Cleaners - 230,Non-Delivery of Service - N02,Goods Received - GDR,Yes,10014,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,10011,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Cash Amount - AMT,Yes,11377,No Violation Issued,1
Laundry - 064,,Cash Amount - AMT,Yes,10002,No Violation Issued,1
Jewelry Store-Retail - 823,Unauthorized Repair - U01,Advised to Sue - ATS,No,11362,Pass,1
Home Improvement Contractor - 100,Quality of Work - Q01,Goods Repaired - GRS,Yes,11554,Violation Issued,1
Hardware-Retail - 811,,Resolved and Consumer Satisfied - SPF,Yes,10013,Violation Issued,1
Supermarket - 819,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,Yes,10002,Violation Issued,1
Grocery-Retail - 808,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10010,Out of Business,1
Laundry - 064,Damaged Goods - D01,No Satisfactory Agreement - NSA,No,11236,Violation Issued,1
Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,Yes,11207,Pass,1
Supermarket - 819,Refund Policy - R01,No Satisfactory Preempted - NSP,NA,11354,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,No Consumer Response - NCR,NA,11372,Warning,1
Supermarket - 819,Exchange Goods/Contract Cancelled - E01,No Consumer Response - NCR,NA,11355,Pass,1
Pawnbroker - 080,Surcharge/Overcharge - S02,Referred to Hearing - RTH,No,11226,No Violation Issued,1
Debt Collection Agency - 122,Billing Dispute - B02,Resolved and Consumer Satisfied - SPF,Yes,41042,No Violation Issued,1
Garage - 049,Billing Dispute - B02,No Satisfactory Agreement - NSA,No,10019,No Violation Issued,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,Cash Amount - AMT,Yes,11223,No Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Consumer Took Action - CTA,No,11419,No Violation Issued,1
Furniture Sales - 242,Damaged Goods - D01,No Satisfactory Agreement - NSA,No,10026,No Violation Issued,1
Tow Truck Company - 124,Billing Dispute - B02,Referred to Outside - RTO,NA,10464,No Evidence of Activity,1
Misc Non-Food Retail - 817,Breach of Contract - B03,Cash Amount - AMT,Yes,11435,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Consumer Took Action - CTA,No,11219,Violation Issued,1
Sightseeing Guide - 021,,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10018,Re-inspection,1
Retail Store - 820,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,Yes,11373,No Violation Issued,1
Tow Truck Company - 124,Damaged Goods - D01,Referred to Outside - RTO,NA,11757,Pass,1
Secondhand Dealer Auto - 005,Billing Dispute - B02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10469,No Violation Issued,1
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,No Consumer Response - NCR,NA,10469,Out of Business,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,Resolved and Consumer Satisfied - SPF,Yes,10469,Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,Yes,10469,No Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,Yes,10013,Out of Business,1
Garage - 049,Damaged Goods - D01,Referred to Hearing - RTH,No,10040,Violation Issued,1
Secondhand Dealer Auto - 005,Breach of Contract - B03,Advised to Sue - ATS,No,11238,No Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Advised to Sue - ATS,No,10314,Violation Issued,1
Pawnbroker - 080,Lost Property - L02,Complaint Invalid - CIN,NA,10305,No Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,11219,Pass,1
Dry Cleaners - 230,Non-Delivery of Service - N02,Cash Amount - AMT,Yes,11221,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Consumer Took Action - CTA,No,11356,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Advised to Sue - ATS,No,10023,Warning,1
Dry Cleaners - 230,Damaged Goods - D01,Unable to Locate Business - ULV,NA,10461,Posting Order Served,1
Laundry - 064,Damaged Goods - D01,No Business Response - NVR,No,11225,No Evidence of Activity,1
Laundry - 064,Damaged Goods - D01,Cash Amount - AMT,Yes,10469,Pass,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,Yes,11372,No Violation Issued,1
Misc Non-Food Retail - 817,Damaged Goods - D01,Store Credit - SCR,Yes,11226,No Violation Issued,1
Home Improvement Contractor - 100,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11220,No Violation Issued,1
Restaurant - 818,Surcharge/Overcharge - S02,Bill Reduced - BLR,Yes,11201,No Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,Yes,11234,No Violation Issued,1
Tax Preparers - 891,,Resolved and Consumer Satisfied - SPF,Yes,11215,No Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,No Consumer Response - NCR,NA,10461,Pass,1
Tow Truck Company - 124,Billing Dispute - B02,No Consumer Response - NCR,NA,10474,Violation Issued,1
Pawnbroker - 080,Wrong Goods - W01,Advised to Sue - ATS,No,10472,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,No Consumer Response - NCR,NA,11040,No Violation Issued,1
Garage - 049,Misrepresentation - M01,Cash Amount - AMT,Yes,10016,No Violation Issued,1
Electronic & Home Appliance Service Dealer - 115,Defective Goods - D02,No Consumer Response - NCR,NA,11103,No Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,No Satisfactory Preempted - NSP,NA,11220,No Violation Issued,1
Garage - 049,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,10023,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Cash Amount - AMT,Yes,11234,Violation Issued,1
Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,Yes,11223,Pass,1
Home Improvement Contractor - 100,Breach of Contract - B03,No Business Response - NVR,No,10459,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11420,Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Referred to Outside - RTO,NA,11552,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Consumer Took Action - CTA,No,10550,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Goods Repaired - GRS,Yes,10469,Violation Issued,1
Employment Agency - 034,Exchange Goods/Contract Cancelled - E01,Unable to Locate Business - ULV,NA,11235,No Evidence of Activity,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Advised to Sue - ATS,No,11236,Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,11223,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Consumer Took Action - CTA,No,07470,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Goods Repaired - GRS,Yes,11421,No Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,10468,Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10065,Violation Issued,1
Travel Agency - 440,Exchange Goods/Contract Cancelled - E01,Store Credit - SCR,Yes,10040,No Evidence of Activity,1
Garage - 049,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10010,No Violation Issued,1
Garage & Parking Lot - 098,,Cash Amount - AMT,Yes,10019,Violation Issued,1
Furniture Sales - 242,Damaged Goods - D01,Goods Exchanged - GEX,Yes,10467,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,10566,Violation Issued,1
Laundry - 064,Damaged Goods - D01,Cash Amount - AMT,Yes,10003,No Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,Yes,11354,No Violation Issued,1
Electronic Store - 001,Defective Goods - D02,Complaint Invalid - CIN,NA,,Pass,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11212,Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11102,Pass,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11362,Pass,1
Misc Non-Food Retail - 817,Refund Policy - R01,No Business Response - NVR,No,10011,Out of Business,1
Furniture Sales - 242,Non-Delivery of Goods - N01,Advised to Sue - ATS,No,11223,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11727,Violation Issued,1
Secondhand Dealer Auto - 005,Breach of Contract - B03,Goods Received - GDR,Yes,10314,Violation Issued,1
Garage - 049,Damaged Goods - D01,Cash Amount - AMT,Yes,10018,Violation Issued,1
Electronic & Home Appliance Service Dealer - 115,Surcharge/Overcharge - S02,Store Credit - SCR,Yes,11226,No Violation Issued,1
Electronic Store - 001,Non-Delivery of Goods - N01,Resolved and Consumer Satisfied - SPF,Yes,11210,No Violation Issued,1
Pawnbroker - 080,Surcharge/Overcharge - S02,Consumer Took Action - CTA,No,11206,Out of Business,1
Tow Truck Company - 124,Refund Policy - R01,Referred to Outside - RTO,NA,10461,Pass,1
Secondhand Dealer Auto - 005,Breach of Contract - B03,Resolved and Consumer Satisfied - SPF,Yes,11210,No Violation Issued,1
Restaurant - 818,Surcharge/Overcharge - S02,No Business Response - NVR,No,11103,No Evidence of Activity,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,11418,Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,10310,Licensed,1
Drug Store Retail - 810,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,02895,Violation Issued,1
Misc Non-Food Retail - 817,Billing Dispute - B02,Store Credit - SCR,Yes,02895,Violation Issued,1
Tow Truck Company - 124,Misrepresentation - M01,Complaint Invalid - CIN,NA,11224,No Violation Issued,1
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,11385,No Violation Issued,1
Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,Yes,10035,Pass,1
Jewelry Store-Retail - 823,Misrepresentation - M01,No Satisfactory Preempted - NSP,NA,10036,No Violation Issued,1
Garage - 049,Damaged Goods - D01,Goods Repaired - GRS,Yes,10453,No Violation Issued,1
Jewelry Store-Retail - 823,Misrepresentation - M01,Advised to Sue - ATS,No,10036,Pass,1
Home Improvement Contractor - 100,Quality of Work - Q01,No Business Response - NVR,No,11104,Violation Issued,1
Home Improvement Contractor - 100,,Advised to Sue - ATS,No,11229,Violation Issued,1
Misc Non-Food Retail - 817,Defective Goods - D02,Advised to Sue - ATS,No,10012,No Violation Issued,1
Other,Non-Delivery of Goods - N01,Advised to Sue - ATS,No,10469,No Violation Issued,1
Health Spa - 839,Refund Policy - R01,Credit Card Refund and/or Contract Cancelled - CRC,Yes,10003,No Violation Issued,1
Funeral Homes - 888,Surcharge/Overcharge - S02,No Consumer Response - NCR,NA,11207,No Violation Issued,1
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Advised to Sue - ATS,No,11234,No Violation Issued,1
Home Improvement Contractor - 100,Breach of Contract - B03,Advised to Sue - ATS,No,11385,No Evidence of Activity,1
Electronic Store - 001,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,Yes,10002,Violation Issued,1
Electronic Store - 001,Unlicensed,Cash Amount - AMT,Yes,11368,No Violation Issued,1
Employment Agency - 034,Misrepresentation - M01,Cash Amount - AMT,Yes,10005,Out of Business,1
Tow Truck Company - 124,Billing Dispute - B02,Cash Amount - AMT,Yes,11232,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,11215,No Violation Issued,1
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,Advised to Sue - ATS,No,11103,No Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,No Business Response - NVR,No,10466,Violation Issued,1
Furniture Sales - 242,,Advised to Sue - ATS,No,10016,Out of Business,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Cash Amount - AMT,Yes,11207,Violation Issued,1
Secondhand Dealer [General] - 006,Non-Delivery of Goods - N01,Referred to Hearing - RTH,No,10007,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,No Consumer Response - NCR,NA,10017,Violation Issued,1
Pawnbroker - 080,Damaged Goods - D01,Consumer Withdrew Complaint - CWC,NA,10040,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Resolved and Consumer Satisfied - SPF,Yes,11419,No Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Advised to Sue - ATS,No,11001,Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Cash Amount - AMT,Yes,11218,Violation Issued,1
Furniture Sales - 242,Non-Delivery of Goods - N01,No Business Response - NVR,No,10458,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Referred to Hearing - RTH,No,11223,No Violation Issued,1
Electronic Store - 001,Non-Delivery of Goods - N01,Cash Amount - AMT,Yes,11206,Warning,1
Other,,No Business Response - NVR,No,10019,Re-inspection,1
Home Improvement Contractor - 100,Quality of Work - Q01,Consumer Took Action - CTA,No,11714,Violation Issued,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,23320,Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Consumer Took Action - CTA,No,10454,No Evidence of Activity,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,No Satisfactory Preempted - NSP,NA,11223,No Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11360,Pass,1
Funeral Homes - 888,Refund Policy - R01,Unable to Locate Business - ULV,NA,11208,Out of Business,1
Tow Truck Company - 124,Billing Dispute - B02,Referred to Hearing - RTH,No,10472,Pass,1
Hotel/Motel - 460,Breach of Contract - B03,Resolved and Consumer Satisfied - SPF,Yes,10022,Out of Business,1
Pawnbroker - 080,Outstanding Judgment - J01,Cash Amount - AMT,Yes,11201,Warning,1
Misc Non-Food Retail - 817,,No Business Response - NVR,No,11106,No Violation Issued,1
Secondhand Dealer Auto - 005,Damaged Goods - D01,Advised to Sue - ATS,No,11207,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Cash Amount - AMT,Yes,10302,No Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,Yes,10455,Out of Business,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Referred to Hearing - RTH,No,11237,No Evidence of Activity,1
Misc Non-Food Retail - 817,Exchange Goods/Contract Cancelled - E01,No Business Response - NVR,No,10475,Pass,1
Electronic & Home Appliance Service Dealer - 115,Non-Delivery of Service - N02,Resolved and Consumer Satisfied - SPF,Yes,11355,Violation Issued,1
Furniture Sales - 242,Wrong Goods - W01,Advised to Sue - ATS,No,11432,No Violation Issued,1
Dry Cleaners - 230,Non-Delivery of Goods - N01,Out of Business - OOB,NA,10034,Out of Business,1
Home Improvement Contractor - 100,Billing Dispute - B02,Unable to Locate Business - ULV,NA,11233,Violation Issued,1
Home Improvement Contractor - 100,Non-Delivery of Service - N02,Advised to Sue - ATS,No,11435,Violation Issued,1
Home Improvement Contractor - 100,,No Satisfactory Agreement - NSA,No,10456,No Violation Issued,1
Pawnbroker - 080,,Advised to Sue - ATS,No,10032,Violation Issued,1
Misc Non-Food Retail - 817,Defective Goods - D02,Cash Amount - AMT,Yes,10454,No Violation Issued,1
Dry Cleaners - 230,Damaged Goods - D01,Cash Amount - AMT,Yes,11229,No Violation Issued,1
Secondhand Dealer Auto - 005,Breach of Contract - B03,Referred to Outside - RTO,NA,11106,No Violation Issued,1
Parking Lot - 050,Surcharge/Overcharge - S02,Resolved and Consumer Satisfied - SPF,Yes,10128,No Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Cash Amount - AMT,Yes,11362,No Violation Issued,1
Pawnbroker - 080,Lost Property - L02,Complaint Invalid - CIN,NA,11212,No Violation Issued,1
Garage - 049,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,10016,Violation Issued,1
Electronic Store - 001,Defective Goods - D02,Cash Amount - AMT,Yes,11373,No Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Resolved and Consumer Satisfied - SPF,Yes,11203,No Violation Issued,1
Secondhand Dealer Auto - 005,Non-Delivery of Goods - N01,Advised to Sue - ATS,No,10472,No Violation Issued,1
Home Improvement Contractor - 100,Quality of Work - Q01,Advised to Sue - ATS,No,10472,Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Out of Business - OOB,NA,10027,Out of Business,1
Garage - 049,Damaged Goods - D01,Cash Amount - AMT,Yes,10036,Violation Issued,1
Parking Lot - 050,Surcharge/Overcharge - S02,Credit Card Refund and/or Contract Cancelled - CRC,Yes,07102,Violation Issued,1
Tax Preparers - 891,Surcharge/Overcharge - S02,Advised to Sue - ATS,No,11413,Violation Issued,1
Secondhand Dealer Auto - 005,Misrepresentation - M01,Goods Repaired - GRS,Yes,11203,No Violation Issued,1
Furniture Sales - 242,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,11235,No Violation Issued,1
Tow Truck Company - 124,Surcharge/Overcharge - S02,No Consumer Response - NCR,NA,11692,Pass,1
Electronic Store - 001,Defective Goods - D02,Goods Exchanged - GEX,Yes,10455,No Violation Issued,1
Appliances - 244,Damaged Goods - D01,Advised to Sue - ATS,No,11358,No Violation Issued,1
Electronic Store - 001,Exchange Goods/Contract Cancelled - E01,Goods Exchanged - GEX,Yes,10467,Out of Business,1
Electronic Store - 001,Misrepresentation - M01,No Satisfactory Agreement - NSA,No,11372,No Violation Issued,1
Electronic & Home Appliance Service Dealer - 115,Defective Goods - D02,Cash Amount - AMT,Yes,,No Violation Issued,1
Misc Non-Food Retail - 817,Surcharge/Overcharge - S02,Cash Amount - AMT,Yes,75201,Violation Issued,1
Garage - 049,Billing Dispute - B02,Referred to Hearing - RTH,No,10011,No Violation Issued,1
Electronic Store - 001,Misrepresentation - M01,Resolved and Consumer Satisfied - SPF,Yes,10033,No Violation Issued,1
Furniture Sales - 242,Exchange Goods/Contract Cancelled - E01,Consumer Took Action - CTA,No,10027,No Violation Issued,1
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,11369,No Violation Issued,1
Tax Preparers - 891,Non-Delivery of Service - N02,Advised to Sue - ATS,No,10454,No Evidence of Activity,1
Secondhand Dealer Auto - 005,Exchange Goods/Contract Cancelled - E01,Cash Amount - AMT,Yes,11377,Warning,1
Employment Agency - 034,Billing Dispute - B02,Unable to Locate Business - ULV,NA,10455,Out of Business,1
